title
n = 25
5 13 22 0.3758900276595726
5 13 23 0.10541409433824522
5 13 24 0.17249671644473552
5 13 25 0.1243646056079949
5 14 1 0.12174929424132563
5 14 2 0.10758868131719845
5 14 4 0.11323799543488977
5 14 5 0.08326478231292145
5 14 6 0.44667707143688284
5 14 7 0.3634232020569994
5 14 8 0.4083878106096607
5 14 9 0.31690836858212945
5 14 10 0.29583635388979823
5 14 11 0.49835544791714437
5 14 14 0.2852847543184469
5 14 15 0.15397938999265226
5 14 16 0.38534286872111223
5 14 17 0.3120877453479681
5 14 18 0.28371237672614746
5 14 19 0.14775395689490867
5 14 20 0.36353629175006197
5 14 21 0.31806722595492065
5 14 22 0.21794740749085595
5 14 24 0.029433865627337297
5 15 1 0.0029532969246620633
5 15 2 0.09268994523253138
5 15 3 0.10807233609780253
5 15 4 0.49445899638228097
5 15 6 0.4801767743935159
5 15 7 0.3306689615498286
5 15 8 0.3787278347914702
5 15 9 0.3938387138155427
5 15 10 0.09223143755414309
5 15 11 0.48511119063140984
5 15 12 0.34292737249347516
5 15 13 0.32954956054195705
5 15 14 0.04168495978949183
5 15 15 0.057792865399951654
5 15 16 0.10871290380669185
5 15 18 0.0011933440924858374
5 15 19 0.24902666246103478
5 15 20 0.3522745653828092
5 15 21 0.20397880283297287
5 15 22 0.1866102999528405
5 15 24 0.36208732084390605
5 15 25 0.20465617051483698
5 16 1 0.1805678571153051
5 16 2 0.44798228075081137
5 16 3 0.003461640655385123
5 16 4 0.2008319425062678
5 16 5 0.014975524518196504
5 16 6 0.4296603086386206
5 16 7 0.24346807479745147
5 16 8 0.4948287881283586
5 16 9 0.17156986859160261
5 16 10 0.4891981525742266
5 16 11 0.03925657804622562
5 16 12 0.36168333373129435
5 16 13 0.039873217657961924
5 16 14 0.1358066574815311
5 16 15 0.29316805896365683
5 16 16 0.09282979796896507
5 16 17 0.4492438950400428
5 16 18 0.32554346082531116
5 16 19 0.17617521648246826
5 16 20 0.1817238296340249
5 16 21 0.24073790914122561
5 16 22 0.07661904539686026
5 16 23 0.40205780319281215
5 16 24 0.2043980486637379
5 16 25 0.1730407940357973
5 17 1 0.0979934579578694
5 17 2 0.01182545505101218
5 17 3 0.1101151297135653
5 17 4 0.3774313099909281
5 17 5 0.13068182105201698
5 17 6 0.023757515628619497
5 17 7 0.19260161310678725
5 17 8 0.49842503546269845
5 17 9 0.29007426617123355
5 17 11 0.19467673973073973
5 17 12 0.3673169114846957
5 17 13 0.3166084236192913
5 17 14 0.41231706104546406
5 17 15 0.095148705749171
5 17 16 0.19590353577332764
5 17 17 0.11959842614051408
5 17 18 0.255818824998013
5 17 19 0.33173359137035374
5 17 21 0.34993026485595624
5 17 22 0.004330642327595391
5 17 23 0.0271215272965748
5 17 24 0.02848094878038232
5 17 25 0.20168978803113868
5 18 1 0.018446339517332766
5 18 2 0.057949763312760694
5 18 3 0.3840438336550258
5 18 4 0.034016682143388266
5 18 5 0.19080565802966498
5 18 6 0.4368622988024443
5 18 7 0.3541317906673225
5 18 8 0.22101744145319435
5 18 9 0.061233419736591466
5 18 10 0.3655422067875981
5 18 11 0.23707022788861365
5 18 12 0.4777242563195061
5 18 13 0.43567541320591674
5 18 14 0.3624008513308278
5 18 16 0.07456495692706044
5 18 17 0.18994477927228226
5 18 18 0.4832779016325488
5 18 19 0.3755842817840743
5 18 20 0.2618861023395648
5 18 21 0.40232406484636896
5 18 22 0.01906026014321538
5 18 23 0.18266515073149892
5 18 24 0.3983062381064808
5 18 25 0.2548914930925116
5 19 1 0.06834086543286855
5 19 2 0.17592102487122252
5 19 3 0.38503821610294453
5 19 4 0.3885514065602853
5 19 5 0.023785758329466833
5 19 6 0.1283701504963234
5 19 7 0.1899569039308584
5 19 8 0.1003155791945769
5 19 9 0.38106102987218016
5 19 10 0.19915847580759327
5 19 11 0.2112082579410851
5 19 12 0.21107309251820172
5 19 14 0.44308707197781294
5 19 15 0.21306535516722513
5 19 16 0.3206149290273336
5 19 17 0.2465822579634137
5 19 18 0.3591061124242845
5 19 19 0.33730706574804503
5 19 20 0.46677616185219717
5 19 21 0.09975951088970403
5 19 22 0.014667109164062442
5 19 23 0.482252478147263
5 19 24 0.3510473293276657
5 19 25 0.14230666594931451
5 20 1 0.1256582651270186
5 20 2 0.3747133600911635
5 20 3 0.42650258219129056
5 20 4 0.2079934864630294
5 20 5 0.09630683634574622
5 20 6 0.3972753738664674
5 20 7 0.1879204640883616
5 20 8 0.27754977277082493
5 20 9 0.32349305896255365
5 20 10 0.10762625137425519
5 20 11 0.26292869564299326
5 20 13 0.1003522199800847
5 20 14 0.4130269935596208
5 20 15 0.4063257802028932
5 20 16 0.15150555697072587
5 20 17 0.2306678512235325
5 20 18 0.22038362233034736
5 20 20 0.2886948109720604
5 20 21 0.31633714668432544
5 20 22 0.032273758902121696
5 20 24 0.05260939877269566
5 20 25 0.24791989652828417
5 21 1 0.3427266450429224
5 21 3 0.48213880170984846
5 21 4 0.464724971357122
5 21 5 0.4108799102159667
5 21 6 0.039005583045216397
5 21 7 0.1735326630206191
5 21 10 0.36502388002519814
5 21 11 0.0997242284002614
5 21 12 0.03568160431093026
5 21 13 0.44914011864937675
5 21 14 0.0997404745182987
5 21 15 0.2024115605245448
5 21 16 0.24663193065111066
5 21 17 0.14559202971072527
5 21 18 0.16788629081244755
5 21 19 0.32335173283197927
5 21 21 0.38062166040504675
5 21 23 0.026731820915073312
5 21 24 0.38798416487455445
5 21 25 0.4300378252907223
5 22 1 0.1116993806140043
5 22 2 0.053227707656066214
5 22 3 0.34914551268554284
5 22 4 0.20068800566408318
5 22 5 0.3399389984080249
5 22 7 0.09312187430087271
5 22 8 0.18659114425737056
5 22 10 0.024170549713032674
5 22 11 0.31846282250415414
5 22 12 0.1448008176924087
5 22 13 0.22912170609825921
5 22 14 0.00019747932616398511
5 22 15 0.10322856531779712
5 22 17 0.2014228773985799
5 22 18 0.2629297017894956
5 22 20 0.09031352780531043
5 22 21 0.4293504321008902
5 22 22 0.3636228696177233
5 22 23 0.09994861843802005
5 22 24 0.035208397053152596
5 22 25 0.40091039982571497
5 23 1 0.27707394934128393
5 23 2 0.4009492162182573
5 23 3 0.17054373158590852
5 23 4 0.08399730748729828
5 23 5 0.02157710333392071
5 23 6 0.25460007380492855
5 23 7 0.04845167585522392
5 23 8 0.35042802917672455
5 23 9 0.30730035039924986
5 23 10 0.425556882513504
5 23 11 0.39493307354908336
5 23 12 0.21239305653328766
5 23 13 0.11730709997015842
5 23 14 0.09250726454280356
5 23 15 0.4151916570084174
5 23 16 0.4696414385553509
5 23 17 0.14600612655961853
5 23 18 0.13465904156140873
5 23 19 0.48827482377026477
5 23 20 0.08752120467612978
5 23 21 0.405521386296571
5 23 22 0.39105963765973895
5 23 24 0.006925246992287026
5 23 25 0.014911127036332794
5 24 1 0.08925196088570186
5 24 2 0.06747103420994949
5 24 3 0.4056066540915041
5 24 4 0.2192849170616118
5 24 6 0.2321281020814414
5 24 7 0.2904443526615077
5 24 8 0.17886315517128681
5 24 9 0.33756076828453596
5 24 10 0.050990630236735446
5 24 11 0.09873722093123105
5 24 12 0.24602504188059027
5 24 13 0.02660268923905229
5 24 14 0.2885011708740388
5 24 15 0.07825730861422187
5 24 16 0.25504634733518405
5 24 17 0.07082147582586851
5 24 18 0.17795439744553432
5 24 19 0.4534852585821423
5 24 20 0.3624467475626679
5 24 21 0.35179738304323316
5 24 23 0.4975809180811106
5 24 24 0.15978489376302452
5 24 25 0.3464001191610885
5 25 1 0.3330465975865029
5 25 2 0.06795604689142654
5 25 3 0.374934596274757
5 25 5 0.16732813290777293
5 25 6 0.20509186546893277
5 25 7 0.0585552086838691
5 25 8 0.4048605077578472
5 25 9 0.3260635259271717
5 25 11 0.2346193194076216
5 25 12 0.19462079992828407
5 25 13 0.0062681990855484315
5 25 14 0.2643531655078176
5 25 15 0.39955926290842947
5 25 16 0.45308540051129575
5 25 17 0.06523042744142049
5 25 18 0.344639193371427
5 25 19 0.4385053158881397
5 25 20 0.4971368318455165
5 25 21 0.49426533629875113
5 25 22 0.2855997064167698
5 25 23 0.47562125484126716
5 25 24 0.41604503780767266
5 25 25 0.24265392649200956
6 1 1 0.010251391242248276
6 1 2 0.356545231729943
6 1 3 0.026591407407928203
6 1 4 0.09818057587461615
6 1 5 0.3065212461888057
6 1 6 0.32906639327301557
6 1 8 0.1753248278654348
6 1 9 0.368703762121373
6 1 10 0.42114368415067704
6 1 11 0.1112541604763505
6 1 12 0.43580898820910463
6 1 13 0.4986210695732839
6 1 14 0.42457739169239095
6 1 15 0.26668450167062885
6 1 16 0.43601741583731524
6 1 17 0.4645609742751481
6 1 18 0.1998318641695026
6 1 19 0.41386938613524005
6 1 20 0.11741258240641728
6 1 21 0.31838918372798697
6 1 22 0.2613753990681016
6 1 23 0.4550043644726589
6 1 24 0.37554041709219865
6 1 25 0.18804981657270148
6 2 2 0.3797225523421388
6 2 3 0.03643828878866695
6 2 4 0.2814906289840001
6 2 5 0.051819502268271034
6 2 6 0.05968895799409679
6 2 7 0.02895622284963395
6 2 8 0.49990331180617587
6 2 9 0.1345853368614549
6 2 10 0.35949358044150725
6 2 11 0.28688190564668137
6 2 12 0.21369505566081637
6 2 13 0.25280778056808784
6 2 14 0.1302791439409111
6 2 15 0.07770360433744772
6 2 16 0.18911916246409133
6 2 17 0.05452203549162893
6 2 18 0.1256529876724486
6 2 19 0.4874950300355445
6 2 20 0.45912035071160395
6 2 21 0.40216678003573814
6 2 23 0.2539398241204043
6 2 24 0.3283475185215473
6 2 25 0.0868340189460668
6 3 1 0.05443820029478885
6 3 3 0.4514751855728144
6 3 4 0.3577777056808731
6 3 5 0.19009712563320225
6 3 6 0.4503574119560029
6 3 7 0.13172996767104872
6 3 8 0.07646913070451655
6 3 9 0.11122423903049816
6 3 10 0.48447556631011446
6 3 11 0.2948190826314546
6 3 12 0.33140030007048926
6 3 13 0.4485142312540067
6 3 14 0.3120222796191481
6 3 15 0.2689493372617484
6 3 16 0.15386427022909777
6 3 17 0.47574118328218984
6 3 18 0.2952957872757439
6 3 20 0.13773233067776625
6 3 21 0.252740052892126
6 3 22 0.008478342772090253
6 3 23 0.3310470371895038
6 3 24 0.32589785918546865
6 3 25 0.08111102762417044
6 4 1 0.03324096884300953
6 4 2 0.08477914806721021
6 4 3 0.40754062399633495
6 4 4 0.11792618028239565
6 4 5 0.39931427490804117
6 4 6 0.3722984303513833
6 4 7 0.19556556470144826
6 4 10 0.03369813297749713
6 4 11 0.33067137452583106
6 4 12 0.34774767810178
6 4 13 0.17002045641311714
6 4 14 0.3834478573016946
6 4 15 0.30374991814012386
6 4 17 0.29555445392278146
6 4 18 0.004869230594120255
6 4 20 0.48605639698787106
6 4 21 0.23942193034487813
6 4 22 0.018549824321593467
6 4 23 0.3695846681725854
6 4 24 0.20712714333017057
6 4 25 0.10871623507131489
6 5 1 0.07548184991751694
6 5 2 0.39329210074699816
6 5 3 0.11153438551502892
6 5 5 0.2223506161820713
6 5 6 0.03430270279875569
6 5 7 0.3569624494015863
6 5 8 0.30430466827594027
6 5 9 0.08599626230378565
6 5 10 0.20022824712098342
6 5 11 0.3378699624589717
6 5 12 0.44966759280205215
6 5 13 0.458193329897158
6 5 14 0.14155510251053338
6 5 15 0.4506068154500117
6 5 16 0.4928938450757382
6 5 17 0.4675324774510239
6 5 18 0.0010417380517164787
6 5 19 0.4238481747572287
6 5 20 0.39904921224015677
6 5 21 0.48724448804453857
6 5 22 0.48774082493624593
6 5 23 0.32645697278100116
6 5 24 0.27932063909573335
6 5 25 0.3237419651953948
6 6 1 0.051778201006976166
6 6 2 0.42695012961937695
6 6 4 0.08481941540318849
6 6 5 0.19225528828162852
6 6 6 0.2896553495552414
6 6 8 0.3661436515604124
6 6 9 0.04405517646913204
6 6 10 0.19940371250805244
6 6 11 0.07610208508910554
6 6 13 0.16114726678557612
6 6 14 0.04289642232561519
6 6 15 0.4499017809789837
6 6 17 0.4236770094930665
6 6 18 0.33602211303319374
6 6 19 0.3389764588680919
6 6 20 0.1847516927315478
6 6 21 0.010090047817796433
6 6 22 0.15495449204769318
6 6 23 0.14808826826599797
6 6 24 0.13076748720775633
6 7 1 0.4781027369619518
6 7 2 0.14448790463597794
6 7 3 0.41530278252440955
6 7 4 0.22023255685043464
6 7 5 0.0013693070700693255
6 7 7 0.2221000657105674
6 7 8 0.2981281771523352
6 7 9 0.10922443316247765
6 7 10 0.006769590263865033
6 7 11 0.028373959249946457
6 7 12 0.49118218971347705
6 7 13 0.2203675777943852
6 7 14 0.30719818172305857
6 7 15 0.1932328649384174
6 7 17 0.4859597642975598
6 7 18 0.12693849359484377
6 7 19 0.2193018649094155
6 7 20 0.4809530773037032
6 7 21 0.318609671880803
6 7 23 0.26560841938478486
6 7 24 0.07211829323816943
6 7 25 0.35364238632327416
6 8 1 0.3929439872736047
6 8 2 0.3656440529672952
6 8 3 0.036908365884169125
6 8 5 0.39371411513364996
6 8 6 0.03946871357466186
6 8 7 0.12529312637514056
6 8 8 0.023038269367811504
6 8 9 0.06364159242079148
6 8 10 0.2994609445382115
6 8 11 0.17638440870143057
6 8 12 0.3079495330909122
6 8 13 0.3005863797493432
6 8 14 0.3015179715388687
6 8 15 0.04234286267358345
6 8 16 0.4939711527436499
6 8 17 0.4723768870936531
6 8 18 0.37030801925694146
6 8 19 0.38738542336613424
6 8 20 0.44204541512511963
6 8 23 0.43792746073409716
6 8 24 0.17119317905532627
6 8 25 0.15192883297411286
6 9 1 0.2953518930615746
6 9 2 0.3582936083371986
6 9 3 0.32775856523222324
6 9 4 0.4285832523606138
6 9 5 0.17931642870025044
6 9 6 0.32784617922076387
6 9 8 0.1261995232302221
6 9 9 0.4985244591192397
6 9 10 0.3941488806167156
6 9 12 0.39907440747641754
6 9 13 0.046302326040248976
6 9 14 0.2871316167050739
6 9 15 0.09040229550846957
6 9 16 0.1548176308153545
6 9 17 0.3291125179862343
6 9 18 0.036728077151068295
6 9 19 0.20386329533693637
6 9 20 0.3587576206175441
6 9 21 0.35018923043498185
6 9 22 0.08143414127805948
6 9 23 0.1486653051491329
6 9 24 0.37489727869131817
6 9 25 0.39076045701594075
6 10 1 0.009251377860054255
6 10 2 0.48483274657767905
6 10 3 0.05626680014117191
6 10 4 0.4909675586151325
6 10 5 0.07502789765780393
6 10 7 0.3383409882576214
6 10 8 0.39105159694479863
6 10 9 0.08269084688311912
6 10 10 0.0018867000621145547
6 10 11 0.27514521279223836
6 10 12 0.2615716043032662
6 10 13 0.4932287902831528
6 10 14 0.48507358648589616
6 10 15 0.24397892566806334
6 10 16 0.22858826816557687
6 10 17 0.036615656476163494
6 10 18 0.4571934979719564
6 10 19 0.11514255860616485
6 10 20 0.19483723447803192
6 10 21 0.021828276392545365
6 10 22 0.34009713505049766
6 10 23 0.13823938077032594
6 10 24 0.054671614446132444
6 10 25 0.2748193994727971
6 11 1 0.1989092371436273
6 11 2 0.2870972265403188
6 11 3 0.2050872979872439
6 11 5 0.4890610156617091
6 11 6 0.42742827541678985
6 11 7 0.23239698165444123
6 11 8 0.1883950416602289
6 11 10 0.1813721963822743
6 11 11 0.39501711066128475
6 11 12 0.27824062201736877
6 11 13 0.17440388092055703
6 11 14 0.092600938024759
6 11 15 0.09321648249932724
6 11 16 0.1990311654767256
6 11 18 0.2646931535666671
6 11 20 0.3444839540769348
6 11 21 0.011062503187594497
6 11 22 0.35624190067850137
6 11 23 0.2856950839331378
6 11 24 0.07000452721074757
6 11 25 0.19957430010433908
6 12 1 0.23340542199376813
6 12 2 0.16091376436716986
6 12 3 0.4069559280962328
6 12 5 0.09085862175829973
6 12 6 0.45016616940709264
6 12 7 0.11046692195939167
6 12 9 0.05959280143099299
6 12 10 0.0919404732904694
6 12 11 0.49597685187480667
6 12 12 0.4538997249703164
6 12 13 0.3333831315753035
6 12 14 0.4787674549445331
6 12 15 0.2978112797677738
6 12 16 0.39921489952028044
6 12 17 0.47547664154853897
6 12 18 0.06459246980591926
6 12 19 0.12119334750504174
6 12 21 0.4363388188670231
6 12 22 0.3068606851191692
6 12 23 0.44674527136567754
6 12 24 0.2947891985785146
6 13 1 0.17761437259206636
6 13 2 0.4924301997381435
6 13 3 0.3531038598010223
6 13 4 0.34677502027627216
6 13 5 0.17633372082330112
6 13 6 0.16359880552216444
6 13 7 0.2468648796080405
6 13 8 0.3767387466390918
6 13 9 0.22227226727458915
6 13 10 0.3129370656774114
6 13 11 0.14295826136371015
6 13 12 0.3266114404346874
6 13 13 0.29860079640701753
6 13 14 0.49669332416103973
6 13 15 0.16017388266531773
6 13 16 0.20310567526092083
6 13 17 0.33964269434886196
6 13 18 0.38072409855283074
6 13 19 0.32476594562872974
6 13 20 0.041562430372145465
6 13 21 0.060120120707514824
6 13 22 0.10237375783875058
6 13 23 0.4243569537202565
6 13 25 0.33699715140617825
6 14 1 0.010301722888003129
6 14 2 0.4237085552680091
6 14 4 0.43325976147761913
6 14 5 0.29558988626104576
6 14 6 0.07288234591963694
6 14 7 0.11353960467563151
6 14 8 0.238064235683756
6 14 9 0.19380825335328822
6 14 10 0.19927973985016534
6 14 11 0.2530106098293511
6 14 12 0.17993759788877295
6 14 13 0.005018013297805601
6 14 14 0.10465336540897796
6 14 15 0.4777089960961446
6 14 16 0.10314189997429613
6 14 18 0.04678014868394775
6 14 19 0.37366361955665817
6 14 20 0.05342666160451226
6 14 21 0.21437310206688476
6 14 22 0.2531808697057084
6 14 23 0.11851550458420435
6 14 24 0.4998941132202048
6 15 1 0.4935234101541175
6 15 2 0.20396925929667953
6 15 3 0.20995361971651427
6 15 4 0.48694915179624565
6 15 6 0.026295038762718104
6 15 8 0.38833814712362014
6 15 9 0.3295184568611158
6 15 10 0.3693635026621721
6 15 11 0.4767534714750674
6 15 12 0.17015382270410573
6 15 13 0.47196864788453197
6 15 14 0.23843450138157352
6 15 15 0.05491231012833053
6 15 16 0.022556909702452055
6 15 17 0.39626722112560486
6 15 18 0.45552690433242016
6 15 19 0.350202684650349
6 15 20 0.438982728810857
6 15 22 0.18477553517527612
6 15 23 0.4094417268951097
6 15 25 0.3578576770716132
6 16 1 0.46078355476050026
6 16 2 0.06968406747038325
6 16 3 0.16655643050781022
6 16 4 0.14168645067849917
6 16 5 0.14679947694039552
6 16 6 0.42557784661754905
6 16 7 0.35284452879154493
6 16 8 0.3733339347248428
6 16 9 0.26960567712814487
6 16 10 0.30884119003069876
6 16 11 0.4805304208969816
6 16 12 0.09168056485561049
6 16 14 0.14111019219924403
6 16 15 0.4045438316756519
6 16 16 0.21524237454079953
6 16 17 0.1263171288770959
6 16 18 0.4357230475710685
6 16 19 0.342444152375474
6 16 20 0.44162779389940754
6 16 21 0.15170981415015317
6 16 22 0.10511172297061133
6 16 23 0.09853897448702287
6 16 24 0.45532300187028907
6 16 25 0.08556806231798397
6 17 1 0.48535900669383003
6 17 3 0.2876979923579104
6 17 4 0.2407217696003109
6 17 5 0.24936784005737356
6 17 6 0.2619778155316076
6 17 7 0.39007255443391864
6 17 9 0.28251858758658066
6 17 10 0.0834834972076004
6 17 11 0.2694063578936201
6 17 12 0.36853233193867563
6 17 13 0.18756926065510549
6 17 14 0.3015885194306138
6 17 15 0.2843391210007501
6 17 16 0.05522502790024719
6 17 17 0.47907533506867495
6 17 18 0.44988656442543007
6 17 19 0.202160799055759
6 17 20 0.46146010663193393
6 17 21 0.06010804292474081
6 17 22 0.42349597375422576
6 17 23 0.17932637723414513
6 17 24 0.04494647922963391
6 17 25 0.07396076189620693
6 18 1 0.3025466981989098
6 18 3 0.3571037921972491
6 18 4 0.32777231505151827
6 18 5 0.06390117193750755
6 18 7 0.014084045518689803
6 18 8 0.05250694979996651
6 18 9 0.42148850703730145
6 18 10 0.07780240697220342
6 18 11 0.43539142544399834
6 18 13 0.031532483350526386
6 18 14 0.35214515125911117
6 18 15 0.136964683314857
6 18 16 0.2754116245014734
6 18 17 0.1469080039122842
6 18 18 0.2745893286267419
6 18 19 0.03277911373321529
6 18 20 0.035224949537921546
6 18 21 0.462485180188707
6 18 22 0.38858731738035956
6 18 23 0.4843008011960609
6 18 24 0.30338368052483333
6 18 25 0.48325380082299585
6 19 1 0.36173916741248036
6 19 3 0.18391211693217535
6 19 4 0.1473895574600067
6 19 5 0.3597016882611449
6 19 6 0.13914477238096756
6 19 7 0.10228430833647473
6 19 8 0.34835565108876687
6 19 9 0.08145381732372359
6 19 10 0.025436873218432465
6 19 11 0.25150541803557525
6 19 12 0.2049123451599516
6 19 13 0.11171688722452178
6 19 15 0.4495508646379448
6 19 16 0.07737111657096185
6 19 18 0.10135520629055306
6 19 19 0.15760193430429148
6 19 20 0.22978251822901385
6 19 22 0.24259007685986478
6 19 23 0.22507295205132405
6 19 24 0.13591449536341194
6 19 25 0.4684689575027222
6 20 1 0.28906396864676276
6 20 2 0.20738678047987902
6 20 3 0.31852441708425017
6 20 4 0.31634994096148084
6 20 5 0.1317462469727151
6 20 8 0.08714721531960168
6 20 9 0.38835527830368066
6 20 10 0.49133902838074783
6 20 11 0.09499452303683742
6 20 12 0.4108868641061404
6 20 13 0.07189975356489198
6 20 14 0.35309689278281275
6 20 15 0.3813367915349075
6 20 16 0.24501826498988066
6 20 17 0.29347742980716496
6 20 18 0.25884632652756256
6 20 19 0.48256905700552566
6 20 20 0.2376208650522228
6 20 21 0.39379644910905753
6 20 22 0.019611687339613826
6 20 23 0.42246889188861236
6 20 24 0.333318868447649
6 20 25 0.4960973765129889
6 21 1 0.4342409306960101
6 21 2 0.013895323744044008
6 21 3 0.30089735761872305
6 21 5 0.4964967457266697
6 21 6 0.2382840010980598
6 21 7 0.1388346765945696
6 21 8 0.3982387516569378
6 21 9 0.3558900724842273
6 21 10 0.27543326785022204
6 21 11 0.409348676071317
6 21 12 0.32553930080801274
6 21 13 0.3312414044114924
6 21 14 0.3584328277944083
6 21 15 0.04673793160840234
6 21 16 0.1961854703035829
6 21 17 0.2362913853945
6 21 18 0.3811686011397326
6 21 19 0.2819628759985051
6 21 20 0.16912250352598157
6 21 21 0.4659954111707604
6 21 22 0.034074333023087044
6 21 24 0.031401229367474914
6 22 1 0.21954122611507476
6 22 3 0.446007576578634
6 22 4 0.41289523531481664
6 22 5 0.31061293734004825
6 22 6 0.429005949775074
6 22 7 0.10414798672091796
6 22 8 0.2045193345091415
6 22 9 0.20225988480687496
6 22 10 0.30670464917189244
6 22 11 0.30115118020665155
6 22 12 0.30915221243696955
6 22 13 0.38451352919199466
6 22 14 0.4046116696572568
6 22 15 0.1597675400094999
6 22 16 0.2487250851558318
6 22 17 0.297185523684415
6 22 18 0.1920748054683803
6 22 19 0.3681755136766188
6 22 21 0.2294466862675748
6 22 22 0.14778403742596247
6 22 23 0.4894581538315107
6 22 24 0.01909453489940116
6 22 25 0.2625995978217409
6 23 1 0.03063495994677423
6 23 2 0.09162927628450601
6 23 3 0.2336927268623541
6 23 4 0.30624268872100935
6 23 5 0.3284597450934945
6 23 6 0.04918901607368953
6 23 7 0.11179546859627265
6 23 8 0.014199803531493416
6 23 9 0.3961363469743918
6 23 10 0.3084092485861516
6 23 11 0.24021819385620147
6 23 12 0.22832384582856935
6 23 13 0.1956147956769272
6 23 15 0.2051809669791118
6 23 16 0.31410560018022204
6 23 17 0.24771624377667656
6 23 18 0.41586263068489626
6 23 19 0.41746712775348815
6 23 20 0.05259630560196071
6 23 21 0.3270687699283522
6 23 22 0.23351763256045488
6 23 23 0.24990903217559235
6 23 24 0.22419047691004068
6 23 25 0.03802962476307603
6 24 1 0.49218620105173294
6 24 2 0.21280502248661815
6 24 4 0.38709350811931975
6 24 5 0.2423036842603784
6 24 6 0.21119647176379608
6 24 7 0.38853759284166434
6 24 8 0.3161969486162789
6 24 10 0.3221730675052058
6 24 11 0.4010346335705399
6 24 12 0.44160929474840616
6 24 13 0.4748048623869042
6 24 14 0.4979549837587639
6 24 15 0.3361799960286104
6 24 16 0.1589443065999946
6 24 17 0.013010119670842313
6 24 18 0.378561896538088
6 24 19 0.3468035399665528
6 24 20 0.3182007449622478
6 24 21 0.07637734730902146
6 24 22 0.4448525571877655
6 24 23 0.254499532235006
6 24 24 0.16298695179893619
6 24 25 0.3590867186501945
6 25 1 0.19645875752964947
6 25 2 0.2307688902392908
6 25 3 0.21347887052327752
6 25 4 0.42194744430238085
6 25 5 0.2114562197490416
6 25 6 0.26096611613444576
6 25 7 0.2909623126877734
6 25 8 0.2116108652435822
6 25 9 0.17222072753974138
6 25 10 0.41741711803515547
6 25 11 0.21985223675315846
6 25 12 0.3264781941677898
6 25 13 0.2890355653345469
6 25 14 0.47596078655333496
6 25 15 0.09514495688264257
6 25 17 0.3233919523101788
6 25 18 0.07261402144118567
6 25 19 0.08035688795198515
6 25 20 0.45963470410907514
6 25 21 0.40654651936979824
6 25 22 0.21563364824696862
6 25 23 0.11006316782651415
6 25 24 0.05916748932875282
6 25 25 0.3801766492709123
